Piece Title,Publisher/Library,Exclusive / Non Exclusive,Publishers Split,Writers Split,Master Owner,Genre,Description,Bpm,Key,Time Signature,Mode,Duration,Instruments,Keywords,Mood,Production Style,Sounds like,Overall Quality,Has TV Usage,Has Stock Music Sales,Usage: Syncs and Dates,Soundcloud Link,Data Complete,Notes,,,
Subterranean Ambiance 1,"Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%",Nikolas Korolog 100%,Nikolas Korolog,"Score, Ambient","Seamless loop, magical piano and erhu ambiance.",90,Gm,4/4,Aeolian,1:27,"Piano, Celeste, Strings, Erhu","Ambient, Ambiant, Ambiance, Ambience, Erhu, Chinese, Eastern, China, loop, background, underscore, melancholy, sad, dark, gloomy, searching, lonely, idle, empty, quiet, deep, calm, contemplative, cool, melancholic, dreamy, ethereal, haunting, hypnotic, magical, mournful, mystical, peaceful, reflective, romantic, smooth, tranquil, piano, strings, violin, orchestra","Idle, Reflective, Waiting, Dreamy, Chill","animation, romance",?,3,,,-,"<iframe width=""100%"" height=""20"" scrolling=""no"" frameborder=""no"" allow=""autoplay"" src=""https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/1168972945%3Fsecret_token%3Ds-pUJ1RPxlwc9&color=%23ff5500&inverse=false&auto_play=false&show_user=true""></iframe><div style=""font-size: 10px; color: #cccccc;line-break: anywhere;word-break: normal;overflow: hidden;white-space: nowrap;text-overflow: ellipsis; font-family: Interstate,Lucida Grande,Lucida Sans Unicode,Lucida Sans,Garuda,Verdana,Tahoma,sans-serif;font-weight: 100;""><a href=""https://soundcloud.com/nikokofficial"" title=""Niko K"" target=""_blank"" style=""color: #cccccc; text-decoration: none;"">Niko K</a> · <a href=""https://soundcloud.com/nikokofficial/subterranean-ambiance-3/s-pUJ1RPxlwc9"" title=""Subterranean Ambiance 1"" target=""_blank"" style=""color: #cccccc; text-decoration: none;"">Subterranean Ambiance 1</a></div>",checked,From Avaloki,,,
Subterranean Ambiance 2,"Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%",Nikolas Korolog 100%,Nikolas Korolog,"Score, Ambient","Seamless loop, magical piano and erhu ambiance.",90,G,4/4,Phrygian,2:00,"Piano, Celeste, Strings, Erhu","Ambient, Ambiant, Ambiance, Ambience, Erhu, Chinese, Eastern, China, loop, background, underscore, melancholy, sad, dark, gloomy, searching, lonely, idle, empty, quiet, deep, calm, contemplative, cool, melancholic, dreamy, ethereal, haunting, hypnotic, magical, mournful, mystical, peaceful, reflective, romantic, smooth, tranquil, piano, strings, violin, orchestra","Idle, Reflective, Waiting, Dreamy, Chill","animation, romance",?,3,,,-,"<iframe width=""100%"" height=""20"" scrolling=""no"" frameborder=""no"" allow=""autoplay"" src=""https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/1168973377%3Fsecret_token%3Ds-bpklpJgp7lK&color=%23ff5500&inverse=false&auto_play=false&show_user=true""></iframe><div style=""font-size: 10px; color: #cccccc;line-break: anywhere;word-break: normal;overflow: hidden;white-space: nowrap;text-overflow: ellipsis; font-family: Interstate,Lucida Grande,Lucida Sans Unicode,Lucida Sans,Garuda,Verdana,Tahoma,sans-serif;font-weight: 100;""><a href=""https://soundcloud.com/nikokofficial"" title=""Niko K"" target=""_blank"" style=""color: #cccccc; text-decoration: none;"">Niko K</a> · <a href=""https://soundcloud.com/nikokofficial/subterranean-ambiance-3p/s-bpklpJgp7lK"" title=""Subterranean Ambiance 2"" target=""_blank"" style=""color: #cccccc; text-decoration: none;"">Subterranean Ambiance 2</a></div>",checked,From Avaloki,,,
Subterranean Ambiance 3,"Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%",Nikolas Korolog 100%,Nikolas Korolog,"Score, Ambient","Seamless loop, magical piano and erhu ambiance.",90,G,4/4,Phrygian,1:59,"Piano, Celeste, Strings, Erhu","Ambient, Ambiant, Ambiance, Ambience, Erhu, Chinese, Eastern, China, loop, background, underscore, melancholy, sad, dark, gloomy, searching, lonely, idle, empty, quiet, deep, calm, contemplative, cool, melancholic, dreamy, ethereal, haunting, hypnotic, magical, mournful, mystical, peaceful, reflective, romantic, smooth, tranquil, piano, strings, violin, orchestra","Idle, Reflective, Waiting, Dreamy, Chill","animation, romance",?,3,,,-,"<iframe width=""100%"" height=""20"" scrolling=""no"" frameborder=""no"" allow=""autoplay"" src=""https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/1168973545%3Fsecret_token%3Ds-zOUnkqdg0mB&color=%23ff5500&inverse=false&auto_play=false&show_user=true""></iframe><div style=""font-size: 10px; color: #cccccc;line-break: anywhere;word-break: normal;overflow: hidden;white-space: nowrap;text-overflow: ellipsis; font-family: Interstate,Lucida Grande,Lucida Sans Unicode,Lucida Sans,Garuda,Verdana,Tahoma,sans-serif;font-weight: 100;""><a href=""https://soundcloud.com/nikokofficial"" title=""Niko K"" target=""_blank"" style=""color: #cccccc; text-decoration: none;"">Niko K</a> · <a href=""https://soundcloud.com/nikokofficial/subterranian-ambiance-4/s-zOUnkqdg0mB"" title=""Subterranian Ambiance 3"" target=""_blank"" style=""color: #cccccc; text-decoration: none;"">Subterranian Ambiance 3</a></div>",checked,From Avaloki,,,
"A Bigger, Brighter Christmas","Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%",Nikolas Korolog 100%,Nikolas Korolog,"Score, Christmas",Another cheerful and upbeat orchestral christmas tune,85,Bb,4/4,Ionian,1:26,"Orchestra, Violins, String Section, Horns, Celeste, Flute, Sleighbells","Gifts, Christmas, Candy, Christmas Tree, Xmas, Presents, Celebration,","Cheerful, Happy, Joyous, Celebratory","Reality, Drama",?,4,,,-,https://soundcloud.com/nikokofficial/a-bigger-brighter-christmas-2/s-ySmGc9iwLvv?si=ded57c1b3b924572916ccffc969278be,checked,,,,   
Goofy Energy,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%",Nikolas Korolog 100%,Nikolas Korolog,"Score, Comedy Quirky",Quirky tune with a melancholic ending,76,A,4/4,Mixolydian,0:47,"Strings, Oboe, Plucked strings, ","Quirky, cute, wholesome, sneaky, silly, magical, magic, plucked, plucked strings, pizzicato, commercial, advertisement, ad, random, adorable, nostalgic, health, narnia, sweet, lovely","magical, emotional, hopeful, intrigued, thoughtful, whimsical, uplifting","animation, children, video game, romance",?,3,,,-,https://soundcloud.com/nikokofficial/goofy-energy-1/s-oZPpafrGVfW?si=3df8e2c435014129852bcfb61092aabc,checked,,,,
Hexx 24,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%","Nikolas Korolog, ASCAP 100%",Nikolas Korolog,"Score, Contemporary Classical",Eerie and strange quarter tone horror piece,120,Gm,4/4,Aeolian,5:24,"Synth Bass, Synth, String Quartet, Violin, Viola, Cello","Horror, Quarter Tone, Eerie, Weird, Creepy, Murder, Dread, Dreadful, Dramatic","Scary, Weird, Terrifying","Horror, Drama, Crime",?,4,,,-,https://soundcloud.com/nikokofficial/hexx-24/s-7mcOs2DrGm0?si=207610e7a8a349abba9d643bdbd1bf2b,checked,LIVE STRINGS!!!,,,
Corporate Keynote,"Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%",Nikolas Korolog 100%,Nikolas Korolog,"Score, Corporate",A fast and innovative sounding corporate score,102,G,4/4,Ionian,2:22,"Piano, Synth, Cello","innovative, uplifting, motivational, corporate, keynote, speech, technology, innovation, high tech","motivational, inspiring",Corporate,?,4,,,-,https://soundcloud.com/nikokofficial/corporate-keynote-1/s-JGagw7OCVob?si=d809453dbb964fa4b173cd0e6126cc53,checked,,,,
Corporate Minimalism,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%",Nikolas Korolog 100%,Nikolas Korolog,"Score, Corporate",Title says it all - a simple and inspiring corporate minimalist track featuring piano,147,F,4/4,Ionian,2:33,"Synth Bass, Piano, Cello, Synth, bells","corporate, acoustic, inspirational, motivational, corporation, drug commercial, ad, advertisement, fast, speedy, quick, high tech, hi tech, technology, bay area, startup, keynote, speech, minimal, minimalist, minimalism ","Innovative, Inspirational, cheerful, confident, energetic, positive","Commercial, Corporate, ",?,3,,,-,https://soundcloud.com/nikokofficial/corporate-minimalism-1/s-bGV8IaAN2yD?si=3ea4622e7a474228b2730f0f0ad57eb9,checked,,,,
Corporate Minimalism 2,"Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%",Nikolas Korolog 100%,Nikolas Korolog,"Score, Corporate",Minimalist corporate background score,150,D,4/4,Ionian,2:44,"Piano, Synth, Percussion, Bells, Celeste","Corporate, acoustic, uplifting, innovative, innovation, exciting, motivational, inspiring","Innovative, Inspirational, cheerful, confident, energetic, positive","Corporate, Commercial",?,3,,,-,https://soundcloud.com/nikokofficial/corporate-minimalism-2/s-A63bzhM3KjT?si=863333082e1840a090f8e2da737fc50f,checked,,,,
Electrum,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%",Nikolas Korolog 100%,Nikolas Korolog,"Score, Corporate","Fast and uplifting, Generic score",148,F#/Gb,4/4,Ionian,1:48,"Piano, Drums, Synth, Strings, ","Corporate, Uplifting, Cheesy, Tacky, Epic, ","Happy, Inspirational, Motivational","Corporate, Commercial",?,1,,,-,https://soundcloud.com/nikokofficial/electrum/s-dAhu2L0PfEe?si=863333082e1840a090f8e2da737fc50f,checked,,,,
As the Forest Burns,"Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%",Nikolas Korolog 100%,Nikolas Korolog,"Score, Drama","Intense, suspenseful orchestral track with live instruments.",145,Ebm,4/4,Aeolian,1:17,"Percussion, Big Drums, Strings, Erhu","Intense, Stressful, Erhu, Chinese, Eastern, Traditional, Drama, Dramatic, Death, Torture, Suspense, Suspenseful, Big, Explosion, Fire, Dying, Chase, Chase Scene, Sequence, Crying, Screaming, angry, aggressive, cool, dark, disturbing, energetic, epic, heavy, magical, foreboding, scary, tension, video game","Intense, Stressful, Aggressive, Angry","Reality, Romance, Drama, Action",?,4,,,-,https://soundcloud.com/nikokofficial/as-the-forest-burns-1/s-BbpXb4LXoBi?si=e0c28c6e800c4763941526fb110fcfa0,checked,From Avaloki,,,
Eastern Heartbreak,"Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%",Nikolas Korolog 100%,Nikolas Korolog,"Score, Drama","Short, Heart-wrenching and romantic piece featuring live cello, erhu, and piano.",48,Fm,4/4,Aeolian,0:53,"Strings, Cello, Piano, Erhu","Eastern, Chinese, Romance, Heartbreak, Breakup, Sadness, Heartwrenching, depressing, Japanese, Erhu, Live, Acoustic, orchestra, orchestral, score, underscore, romantic, magic, magical, calm, contemplative, down, melancholic, dramatic, elegant, ethereal, haunting, melancholy, mournful, passionate, powerful, reflective, tension, strings, cello, double bass, violin, horns, piano","Sad, Tragic, Heartbreaking","Romance, Drama",?,5,,,-,https://soundcloud.com/nikokofficial/eastern-heartbreak-fixed-ending/s-EocSER2JqqL?si=498133b7e8b646d89ca8a082eac9a041,checked,From Avaloki,,,
Erhu Melody,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%",Nikolas Korolog 100%,Nikolas Korolog,"Score, Drama",Erhu-centric solo theme leading into a melancholic orchestral section,85,Bbm,4/4,Ionian,2:55,"Erhu, Gong, Orchestra, Strings, Cello, Piano","Lonely, Chinese, eastern, erhu, solo, acoustic, hollow, empty, gloomy, magic, magical, magic spell, enchanted, forest, narnia, harry potter, china, japan, asia, asian, orchestra, orchestral","calm, dreamy, magical, melancholy, searching, romantic, ambient","Animation, romance",?,5,,,-,https://soundcloud.com/nikokofficial/erhu-melody-1/s-Qs1JD1aHYy8?si=874c5473fb5f4124b4fbd6f1cc5e9359,checked,From Avaloki,,,
Jade Melody,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%",Nikolas Korolog 100%,Nikolas Korolog,"Score, Drama","Magical and slow, chinese/western hybrid piece featuring live erhu, live piano, and live cello.",50,F#/Gb,4/4,Ionian,3:17,"Piano, bells, Cello, strings, erhu","chinese, china, eastern, japan, japanese, asian, asia, melody, melodic, main theme, thematic, theme, magic, magical, waiting, cartoon, comic, animation, fantasy, orchestra, orchestral, acoustic, instrumental, live ","Magical, romantic, contemplative, dreamy, longing, mysterious, whimsical","animation, romance, main title",?,5,,,-,https://soundcloud.com/nikokofficial/jade-melody-2/s-tzJAL2yEqnO?si=d64d49267a3e4600b2fc843ef966f5bb,checked,From Avaloki,,,
Magical Glade,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%",Nikolas Korolog 100%,Nikolas Korolog,"Score, Drama",Sparkling and magical piano-driven neo-impressionistic piece featuring erhu and cello,82,Db,4/4,Mixolydian,1:08,"Piano, Erhu, Strings, Cello, bells","Magic, pastoral, tension, tense, magic, magical, asian, asia, eastern, china, chinese, neoexpressionist, expressionism, impressionism, romance, romantic era, debussy, acoustic, instrumental, live, piano solo, solo piano, solo, pastorale, animation, cartoon","Magical, romantic, dreamy, mysterious, uplifting, warm, calm, whimsical","animation, romance, main title",?,5,,,-,https://soundcloud.com/nikokofficial/magical-glade-1/s-Rj1i9fZ1c1x?si=9494f4c9d11240259680e222a1bcbd16,checked,From Avaloki,,,
Sylvan Tragedy,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%",Nikolas Korolog 100%,Nikolas Korolog,"Score, Drama","Slow, tragic and romantic orchestral piece featuring live cello",55,Cm,Varies,Aeolian,2:53,"Erhu, piano, Strings, bells, cello","Erhu, reflective, magical, magic, drama, tragedy, sad, depressing, chinese, china, eastern, orchestra, orchestral, big, sweeping, melody, japan, magic spell, enchanted, death, heartbreak, heartbroken","sad, tragic, magical, dreamy, mysterious, romantic","animation, romance",?,5,,,-,https://soundcloud.com/nikokofficial/sylvan-tragedy-1/s-3NDPAM7Kzml?si=217bfac4ee4345dd8812f85bfe76c3cc,checked,From Avaloki,,,
Pump,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%","Nikolas Korolog, ASCAP 100%",Nikolas Korolog,"Score, Drone","A phrygian drone track featuring solo cello, inspired by the desolation of an oil field in the middle east",130,Em,4/4,Phrygian,6:56,"Synth, Synth Bass, Solo Cello, Percussion, Elec. Drums","Space Station, Space, Spacecraft, Docking, Alarm, Pumping, Pump, Oil, Iraq, Afghanistan, Middle east, Desolate, Desolation, Drone, Explosives, IED, Humvee, Desert","Driving, Fearful, Resolute, Tense","Action, Sci-Fi, Chase/Fight, Drama, Heroic",Black Hawk Down,4,,,-,https://soundcloud.com/nikokofficial/pump-1/s-xGgtIBHGAU2?si=d64d49267a3e4600b2fc843ef966f5bb,checked,,,,
The Metronome of Fate,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%",Nikolas Korolog 100%,Nikolas Korolog,"Score, EDM","A driving, synth based action cue with a morphing bassline and an incessant tick.",130,Dm,4/4,Aeolian,3:04,"Synth Bass, Percussion, Bass Drum, EDM Drums, Strings, Synth Pad, Brass Section","Hoverbike, Chase, Cyberpunk, Sci-fi, Escape, Speeder, Superhero, Marvel, DC Comics, Comic book, ","Adventurous, Active, Anxious, Building, Cool, Dangerous, Dark, Driving, Exciting, Energetic, Omenous, Suspense","Action, Builds, Video Game, Sci-Fi, Chase/fight, Animation",Tick of the Clock - Chromatics,5,,,-,https://soundcloud.com/nikokofficial/the-metronome-of-fate-1/s-TxZnJItCgkf?si=9494f4c9d11240259680e222a1bcbd16,checked,,,,
"Hero and the Astrolabe, The","Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%",Nikolas Korolog 100%,Nikolas Korolog,"Score, Epic",main-title type cinematic cue evocative of exploration,115,Bm,4/4,Aeolian,3:16,"Orchestra, Electronics, Flute, Horn, Strings, Violin","epic, romantic, landscape, sailing, navigating, exploration, exploring","resolute, noble, strong, ","scifi, animation, commercial, epic",?,5,,,-,https://soundcloud.com/nikokofficial/the-hero-and-the-astrolabe-1/s-XQXOSdJRC1n?si=217bfac4ee4345dd8812f85bfe76c3cc,checked,,,,
Airship Discovery,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%",Nikolas Korolog 100%,Nikolas Korolog,"Score, Epic",Upbeat epic orchestral score that includes elements of Drum and Bass,175,C,4/4,Ionian,2:14,"Orchestra, Electronics, Synth, Drumset","epic, anime, animation, sweeping, score","triumphant, joyful, epic, happy","Animation, Epic",?,3,,,-,https://soundcloud.com/nikokofficial/airship-discovery-master/s-PhBLDlbQ4ja?si=36ee189cc3494e81b15222ae4fe0eee1,checked,,,,
Epic Commitment,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%",Nikolas Korolog 100%,Nikolas Korolog,"Score, Epic","An uplifting and heroic, epic orchestral track featuring strings and horn",125,Gm,4/4,Aeolian,2:16,"Orchestra, Horn, Violin, Strings, Brass, Harp, Synth","Epic, Orchestra, Game of Thrones, Main Theme, Title Theme, Thematic, Orchestral, Melody, Melodic, ","Uplifting, Epic, Romantic, Heroic, Confident, Dramatic, Exciting, Inspirational","Heroic, Animation, Main Title, Medieval, Sci-Fi, Broadcast / News, Reality",?,4,,,-,https://soundcloud.com/nikokofficial/epic-commitment/s-YqVn3RjIIXu?si=b6d56f8b6d4942b29469c887c598ea94,checked,,,,
Darkness,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%",Nikolas Korolog 100%,Nikolas Korolog,"Score, Epic","Cinematic, dramatic, dark, sci-fi inspired theme that begins ambient and ends motoric",100,Fm,4/4,Aeolian,5:04,"Synth, Percussion, Strings, Violin, Orchestra","Dark, eerie, superhero, dramatic, Alien, sci-fi, science fiction, space, comic, marvel, dc comics, batman, deadpool, trailer, cinematic, spacy, spooky, deep, acoustic, epic","anxious, dark, determined, dramatic, brooding, intense, ominous, tense, suspenseful, dangerous","action, chase/fight, crime, drama, elimination, sci-fi, thriller/horror, video game",Marvel,4,,,-,https://soundcloud.com/nikokofficial/darkness-title-theme/s-R5U18gfc7o7?si=2e189241c2df4b5091972dffc058d823,checked,,,,
